buying,maint,doors,persons,trunk,safety,class
high,high,3 a menos,more,mediano,low,unacc
high,high,3 a menos,more,mediano,med,unacc
high,high,3 a menos,more,mediano,high,acc
high,high,3 a menos,more,grande,low,unacc
high,high,3 a menos,more,grande,med,acc
high,high,3 a menos,more,grande,high,acc
high,high,3 a menos,2,pequeño,low,unacc
high,high,3 a menos,2,pequeño,med,unacc
high,high,3 a menos,2,pequeño,high,unacc
high,high,3 a menos,2,mediano,low,unacc
high,high,3 a menos,2,mediano,med,unacc
high,high,3 a menos,2,mediano,high,unacc
high,high,3 a menos,2,grande,low,unacc
high,high,3 a menos,2,grande,med,unacc
high,high,3 a menos,2,grande,high,unacc
high,high,3 a menos,4,pequeño,low,unacc
high,high,3 a menos,4,pequeño,med,unacc
high,high,3 a menos,4,pequeño,high,acc
high,high,3 a menos,4,mediano,low,unacc
high,high,3 a menos,4,mediano,med,unacc
high,high,3 a menos,4,mediano,high,acc
high,high,3 a menos,4,grande,low,unacc
high,high,3 a menos,4,grande,med,acc
high,high,3 a menos,4,grande,high,acc
high,high,3 a menos,more,pequeño,low,unacc
high,high,3 a menos,more,pequeño,med,unacc
high,high,3 a menos,more,pequeño,high,acc
high,high,3 a menos,more,mediano,low,unacc
high,high,3 a menos,more,mediano,med,acc
high,high,3 a menos,more,mediano,high,acc
high,high,3 a menos,more,grande,low,unacc
high,high,3 a menos,more,grande,med,acc
high,high,3 a menos,more,grande,high,acc
high,high,4 a más,2,pequeño,low,unacc
high,high,4 a más,2,pequeño,med,unacc
high,high,4 a más,2,pequeño,high,unacc
high,high,4 a más,2,mediano,low,unacc
high,high,4 a más,2,mediano,med,unacc
high,high,4 a más,2,mediano,high,unacc
high,high,4 a más,2,grande,low,unacc
high,high,4 a más,2,grande,med,unacc
high,high,4 a más,2,grande,high,unacc
high,high,4 a más,4,pequeño,low,unacc
high,high,4 a más,4,pequeño,med,unacc
high,high,4 a más,4,pequeño,high,acc
high,high,4 a más,4,mediano,low,unacc
high,high,4 a más,4,mediano,med,acc
high,high,4 a más,4,mediano,high,acc
high,high,4 a más,4,grande,low,unacc
high,high,4 a más,4,grande,med,acc
high,high,4 a más,4,grande,high,acc
high,high,4 a más,more,pequeño,low,unacc
high,high,4 a más,more,pequeño,med,unacc
high,high,4 a más,more,pequeño,high,acc
high,high,4 a más,more,mediano,low,unacc
high,high,4 a más,more,mediano,med,acc
high,high,4 a más,more,mediano,high,acc
high,high,4 a más,more,grande,low,unacc
high,high,4 a más,more,grande,med,acc
high,high,4 a más,more,grande,high,acc
high,high,4 a más,2,pequeño,low,unacc
high,high,4 a más,2,pequeño,med,unacc
high,high,4 a más,2,pequeño,high,unacc
high,high,4 a más,2,mediano,low,unacc
high,high,4 a más,2,mediano,med,unacc
high,high,4 a más,2,mediano,high,unacc
high,high,4 a más,2,grande,low,unacc
high,high,4 a más,2,grande,med,unacc
high,high,4 a más,2,grande,high,unacc
high,high,4 a más,4,pequeño,low,unacc
high,high,4 a más,4,pequeño,med,unacc
high,high,4 a más,4,pequeño,high,acc
high,high,4 a más,4,mediano,low,unacc
high,high,4 a más,4,mediano,med,acc
high,high,4 a más,4,mediano,high,acc
high,high,4 a más,4,grande,low,unacc
high,high,4 a más,4,grande,med,acc
high,high,4 a más,4,grande,high,acc
high,high,4 a más,more,pequeño,low,unacc
high,high,4 a más,more,pequeño,med,unacc
high,high,4 a más,more,pequeño,high,acc
high,high,4 a más,more,mediano,low,unacc
high,high,4 a más,more,mediano,med,acc
high,high,4 a más,more,mediano,high,acc
high,high,4 a más,more,grande,low,unacc
high,high,4 a más,more,grande,med,acc
high,high,4 a más,more,grande,high,acc
high,med,3 a menos,2,pequeño,low,unacc
high,med,3 a menos,2,pequeño,med,unacc
high,med,3 a menos,2,pequeño,high,unacc
high,med,3 a menos,2,mediano,low,unacc
high,med,3 a menos,2,mediano,med,unacc
high,med,3 a menos,2,mediano,high,unacc
high,med,3 a menos,2,grande,low,unacc
high,med,3 a menos,2,grande,med,unacc
high,med,3 a menos,2,grande,high,unacc
high,med,3 a menos,4,pequeño,low,unacc
high,med,3 a menos,4,pequeño,med,unacc
high,med,3 a menos,4,pequeño,high,acc
high,med,3 a menos,4,mediano,low,unacc
high,med,3 a menos,4,mediano,med,unacc
high,med,3 a menos,4,mediano,high,acc
high,med,3 a menos,4,grande,low,unacc
high,med,3 a menos,4,grande,med,acc
high,med,3 a menos,4,grande,high,acc
high,med,3 a menos,more,pequeño,low,unacc
high,med,3 a menos,more,pequeño,med,unacc
high,med,3 a menos,more,pequeño,high,unacc
high,med,3 a menos,more,mediano,low,unacc
high,med,3 a menos,more,mediano,med,unacc
high,med,3 a menos,more,mediano,high,acc
high,med,3 a menos,more,grande,low,unacc
high,med,3 a menos,more,grande,med,acc
high,med,3 a menos,more,grande,high,acc
high,med,3 a menos,2,pequeño,low,unacc
high,med,3 a menos,2,pequeño,med,unacc
high,med,3 a menos,2,pequeño,high,unacc
high,med,3 a menos,2,mediano,low,unacc
high,med,3 a menos,2,mediano,med,unacc
high,med,3 a menos,2,mediano,high,unacc
high,med,3 a menos,2,grande,low,unacc
high,med,3 a menos,2,grande,med,unacc
high,med,3 a menos,2,grande,high,unacc
high,med,3 a menos,4,pequeño,low,unacc
high,med,3 a menos,4,pequeño,med,unacc
high,med,3 a menos,4,pequeño,high,acc
high,med,3 a menos,4,mediano,low,unacc
high,med,3 a menos,4,mediano,med,unacc
high,med,3 a menos,4,mediano,high,acc
high,med,3 a menos,4,grande,low,unacc
high,med,3 a menos,4,grande,med,acc
high,med,3 a menos,4,grande,high,acc
high,med,3 a menos,more,pequeño,low,unacc
high,med,3 a menos,more,pequeño,med,unacc
high,med,3 a menos,more,pequeño,high,acc
high,med,3 a menos,more,mediano,low,unacc
high,med,3 a menos,more,mediano,med,acc
high,med,3 a menos,more,mediano,high,acc
high,med,3 a menos,more,grande,low,unacc
high,med,3 a menos,more,grande,med,acc
high,med,3 a menos,more,grande,high,acc
high,med,4 a más,2,pequeño,low,unacc
high,med,4 a más,2,pequeño,med,unacc
high,med,4 a más,2,pequeño,high,unacc
high,med,4 a más,2,mediano,low,unacc
high,med,4 a más,2,mediano,med,unacc
high,med,4 a más,2,mediano,high,unacc
high,med,4 a más,2,grande,low,unacc
high,med,4 a más,2,grande,med,unacc
high,med,4 a más,2,grande,high,unacc
high,med,4 a más,4,pequeño,low,unacc
high,med,4 a más,4,pequeño,med,unacc
high,med,4 a más,4,pequeño,high,acc
high,med,4 a más,4,mediano,low,unacc
high,med,4 a más,4,mediano,med,acc
high,med,4 a más,4,mediano,high,acc
high,med,4 a más,4,grande,low,unacc
high,med,4 a más,4,grande,med,acc
high,med,4 a más,4,grande,high,acc
high,med,4 a más,more,pequeño,low,unacc
high,med,4 a más,more,pequeño,med,unacc
high,med,4 a más,more,pequeño,high,acc
high,med,4 a más,more,mediano,low,unacc
high,med,4 a más,more,mediano,med,acc
high,med,4 a más,more,mediano,high,acc
high,med,4 a más,more,grande,low,unacc
high,med,4 a más,more,grande,med,acc
high,med,4 a más,more,grande,high,acc
high,med,4 a más,2,pequeño,low,unacc
high,med,4 a más,2,pequeño,med,unacc
high,med,4 a más,2,pequeño,high,unacc
high,med,4 a más,2,mediano,low,unacc
high,med,4 a más,2,mediano,med,unacc
high,med,4 a más,2,mediano,high,unacc
high,med,4 a más,2,grande,low,unacc
high,med,4 a más,2,grande,med,unacc
high,med,4 a más,2,grande,high,unacc
high,med,4 a más,4,pequeño,low,unacc
high,med,4 a más,4,pequeño,med,unacc
high,med,4 a más,4,pequeño,high,acc
high,med,4 a más,4,mediano,low,unacc
high,med,4 a más,4,mediano,med,acc
high,med,4 a más,4,mediano,high,acc
high,med,4 a más,4,grande,low,unacc
high,med,4 a más,4,grande,med,acc
high,med,4 a más,4,grande,high,acc
high,med,4 a más,more,pequeño,low,unacc
high,med,4 a más,more,pequeño,med,unacc
high,med,4 a más,more,pequeño,high,acc
high,med,4 a más,more,mediano,low,unacc
high,med,4 a más,more,mediano,med,acc
high,med,4 a más,more,mediano,high,acc
high,med,4 a más,more,grande,low,unacc
high,med,4 a más,more,grande,med,acc
high,med,4 a más,more,grande,high,acc
high,low,3 a menos,2,pequeño,low,unacc
high,low,3 a menos,2,pequeño,med,unacc
high,low,3 a menos,2,pequeño,high,unacc
high,low,3 a menos,2,mediano,low,unacc
high,low,3 a menos,2,mediano,med,unacc
high,low,3 a menos,2,mediano,high,unacc
high,low,3 a menos,2,grande,low,unacc
high,low,3 a menos,2,grande,med,unacc
high,low,3 a menos,2,grande,high,unacc
high,low,3 a menos,4,pequeño,low,unacc
high,low,3 a menos,4,pequeño,med,unacc
high,low,3 a menos,4,pequeño,high,acc
high,low,3 a menos,4,mediano,low,unacc
high,low,3 a menos,4,mediano,med,unacc
high,low,3 a menos,4,mediano,high,acc
high,low,3 a menos,4,grande,low,unacc
high,low,3 a menos,4,grande,med,acc
high,low,3 a menos,4,grande,high,acc
high,low,3 a menos,more,pequeño,low,unacc
high,low,3 a menos,more,pequeño,med,unacc
high,low,3 a menos,more,pequeño,high,unacc
high,low,3 a menos,more,mediano,low,unacc
high,low,3 a menos,more,mediano,med,unacc
high,low,3 a menos,more,mediano,high,acc
high,low,3 a menos,more,grande,low,unacc
high,low,3 a menos,more,grande,med,acc
high,low,3 a menos,more,grande,high,acc
high,low,3 a menos,2,pequeño,low,unacc
high,low,3 a menos,2,pequeño,med,unacc
high,low,3 a menos,2,pequeño,high,unacc
high,low,3 a menos,2,mediano,low,unacc
high,low,3 a menos,2,mediano,med,unacc
high,low,3 a menos,2,mediano,high,unacc
high,low,3 a menos,2,grande,low,unacc
high,low,3 a menos,2,grande,med,unacc
high,low,3 a menos,2,grande,high,unacc
high,low,3 a menos,4,pequeño,low,unacc
high,low,3 a menos,4,pequeño,med,unacc
high,low,3 a menos,4,pequeño,high,acc
high,low,3 a menos,4,mediano,low,unacc
high,low,3 a menos,4,mediano,med,unacc
high,low,3 a menos,4,mediano,high,acc
high,low,3 a menos,4,grande,low,unacc
high,low,3 a menos,4,grande,med,acc
high,low,3 a menos,4,grande,high,acc
high,low,3 a menos,more,pequeño,low,unacc
high,low,3 a menos,more,pequeño,med,unacc
high,low,3 a menos,more,pequeño,high,acc
high,low,3 a menos,more,mediano,low,unacc
high,low,3 a menos,more,mediano,med,acc
high,low,3 a menos,more,mediano,high,acc
high,low,3 a menos,more,grande,low,unacc
high,low,3 a menos,more,grande,med,acc
high,low,3 a menos,more,grande,high,acc
high,low,4 a más,2,pequeño,low,unacc
high,low,4 a más,2,pequeño,med,unacc
high,low,4 a más,2,pequeño,high,unacc
high,low,4 a más,2,mediano,low,unacc
high,low,4 a más,2,mediano,med,unacc
high,low,4 a más,2,mediano,high,unacc
high,low,4 a más,2,grande,low,unacc
high,low,4 a más,2,grande,med,unacc
high,low,4 a más,2,grande,high,unacc
high,low,4 a más,4,pequeño,low,unacc
high,low,4 a más,4,pequeño,med,unacc
high,low,4 a más,4,pequeño,high,acc
high,low,4 a más,4,mediano,low,unacc
high,low,4 a más,4,mediano,med,acc
high,low,4 a más,4,mediano,high,acc
high,low,4 a más,4,grande,low,unacc
high,low,4 a más,4,grande,med,acc
high,low,4 a más,4,grande,high,acc
high,low,4 a más,more,pequeño,low,unacc
high,low,4 a más,more,pequeño,med,unacc
high,low,4 a más,more,pequeño,high,acc
high,low,4 a más,more,mediano,low,unacc
high,low,4 a más,more,mediano,med,acc
high,low,4 a más,more,mediano,high,acc
high,low,4 a más,more,grande,low,unacc
high,low,4 a más,more,grande,med,acc
high,low,4 a más,more,grande,high,acc
high,low,4 a más,2,pequeño,low,unacc
high,low,4 a más,2,pequeño,med,unacc
high,low,4 a más,2,pequeño,high,unacc
high,low,4 a más,2,mediano,low,unacc
high,low,4 a más,2,mediano,med,unacc
high,low,4 a más,2,mediano,high,unacc
high,low,4 a más,2,grande,low,unacc
high,low,4 a más,2,grande,med,unacc
high,low,4 a más,2,grande,high,unacc
high,low,4 a más,4,pequeño,low,unacc
high,low,4 a más,4,pequeño,med,unacc
high,low,4 a más,4,pequeño,high,acc
high,low,4 a más,4,mediano,low,unacc
high,low,4 a más,4,mediano,med,acc
high,low,4 a más,4,mediano,high,acc
high,low,4 a más,4,grande,low,unacc
high,low,4 a más,4,grande,med,acc
high,low,4 a más,4,grande,high,acc
high,low,4 a más,more,pequeño,low,unacc
high,low,4 a más,more,pequeño,med,unacc
high,low,4 a más,more,pequeño,high,acc
high,low,4 a más,more,mediano,low,unacc
high,low,4 a más,more,mediano,med,acc
high,low,4 a más,more,mediano,high,acc
high,low,4 a más,more,grande,low,unacc
high,low,4 a más,more,grande,med,acc
high,low,4 a más,more,grande,high,acc
med,vhigh,3 a menos,2,pequeño,low,unacc
med,vhigh,3 a menos,2,pequeño,med,unacc
med,vhigh,3 a menos,2,pequeño,high,unacc
med,vhigh,3 a menos,2,mediano,low,unacc
med,vhigh,3 a menos,2,mediano,med,unacc
med,vhigh,3 a menos,2,mediano,high,unacc
med,vhigh,3 a menos,2,grande,low,unacc
med,vhigh,3 a menos,2,grande,med,unacc
med,vhigh,3 a menos,2,grande,high,unacc
med,vhigh,3 a menos,4,pequeño,low,unacc
med,vhigh,3 a menos,4,pequeño,med,unacc
med,vhigh,3 a menos,4,pequeño,high,acc
med,vhigh,3 a menos,4,mediano,low,unacc
med,vhigh,3 a menos,4,mediano,med,unacc
med,vhigh,3 a menos,4,mediano,high,acc
med,vhigh,3 a menos,4,grande,low,unacc
med,vhigh,3 a menos,4,grande,med,acc
med,vhigh,3 a menos,4,grande,high,acc
med,vhigh,3 a menos,more,pequeño,low,unacc
med,vhigh,3 a menos,more,pequeño,med,unacc
med,vhigh,3 a menos,more,pequeño,high,unacc
med,vhigh,3 a menos,more,mediano,low,unacc
med,vhigh,3 a menos,more,mediano,med,unacc
med,vhigh,3 a menos,more,mediano,high,acc
med,vhigh,3 a menos,more,grande,low,unacc
med,vhigh,3 a menos,more,grande,med,acc
med,vhigh,3 a menos,more,grande,high,acc
med,vhigh,3 a menos,2,pequeño,low,unacc
med,vhigh,3 a menos,2,pequeño,med,unacc
med,vhigh,3 a menos,2,pequeño,high,unacc
med,vhigh,3 a menos,2,mediano,low,unacc
med,vhigh,3 a menos,2,mediano,med,unacc
med,vhigh,3 a menos,2,mediano,high,unacc
med,vhigh,3 a menos,2,grande,low,unacc
med,vhigh,3 a menos,2,grande,med,unacc
med,vhigh,3 a menos,2,grande,high,unacc
med,vhigh,3 a menos,4,pequeño,low,unacc
med,vhigh,3 a menos,4,pequeño,med,unacc
med,vhigh,3 a menos,4,pequeño,high,acc
med,vhigh,3 a menos,4,mediano,low,unacc
med,vhigh,3 a menos,4,mediano,med,unacc
med,vhigh,3 a menos,4,mediano,high,acc
med,vhigh,3 a menos,4,grande,low,unacc
med,vhigh,3 a menos,4,grande,med,acc
med,vhigh,3 a menos,4,grande,high,acc
med,vhigh,3 a menos,more,pequeño,low,unacc
med,vhigh,3 a menos,more,pequeño,med,unacc
med,vhigh,3 a menos,more,pequeño,high,acc
med,vhigh,3 a menos,more,mediano,low,unacc
med,vhigh,3 a menos,more,mediano,med,acc
med,vhigh,3 a menos,more,mediano,high,acc
med,vhigh,3 a menos,more,grande,low,unacc
med,vhigh,3 a menos,more,grande,med,acc
med,vhigh,3 a menos,more,grande,high,acc
med,vhigh,4 a más,2,pequeño,low,unacc
med,vhigh,4 a más,2,pequeño,med,unacc
med,vhigh,4 a más,2,pequeño,high,unacc
med,vhigh,4 a más,2,mediano,low,unacc
med,vhigh,4 a más,2,mediano,med,unacc
med,vhigh,4 a más,2,mediano,high,unacc
med,vhigh,4 a más,2,grande,low,unacc
med,vhigh,4 a más,2,grande,med,unacc
med,vhigh,4 a más,2,grande,high,unacc
med,vhigh,4 a más,4,pequeño,low,unacc
med,vhigh,4 a más,4,pequeño,med,unacc
med,vhigh,4 a más,4,pequeño,high,acc
med,vhigh,4 a más,4,mediano,low,unacc
med,vhigh,4 a más,4,mediano,med,acc
med,vhigh,4 a más,4,mediano,high,acc
med,vhigh,4 a más,4,grande,low,unacc
med,vhigh,4 a más,4,grande,med,acc
med,vhigh,4 a más,4,grande,high,acc
med,vhigh,4 a más,more,pequeño,low,unacc
med,vhigh,4 a más,more,pequeño,med,unacc
med,vhigh,4 a más,more,pequeño,high,acc
med,vhigh,4 a más,more,mediano,low,unacc
med,vhigh,4 a más,more,mediano,med,acc
med,vhigh,4 a más,more,mediano,high,acc
med,vhigh,4 a más,more,grande,low,unacc
med,vhigh,4 a más,more,grande,med,acc
med,vhigh,4 a más,more,grande,high,acc
med,vhigh,4 a más,2,pequeño,low,unacc
med,vhigh,4 a más,2,pequeño,med,unacc
med,vhigh,4 a más,2,pequeño,high,unacc
med,vhigh,4 a más,2,mediano,low,unacc
med,vhigh,4 a más,2,mediano,med,unacc
med,vhigh,4 a más,2,mediano,high,unacc
med,vhigh,4 a más,2,grande,low,unacc
med,vhigh,4 a más,2,grande,med,unacc
med,vhigh,4 a más,2,grande,high,unacc
med,vhigh,4 a más,4,pequeño,low,unacc
med,vhigh,4 a más,4,pequeño,med,unacc
med,vhigh,4 a más,4,pequeño,high,acc
med,vhigh,4 a más,4,mediano,low,unacc
med,vhigh,4 a más,4,mediano,med,acc
med,vhigh,4 a más,4,mediano,high,acc
med,vhigh,4 a más,4,grande,low,unacc
med,vhigh,4 a más,4,grande,med,acc
med,vhigh,4 a más,4,grande,high,acc
med,vhigh,4 a más,more,pequeño,low,unacc
med,vhigh,4 a más,more,pequeño,med,unacc
med,vhigh,4 a más,more,pequeño,high,acc
med,vhigh,4 a más,more,mediano,low,unacc
med,vhigh,4 a más,more,mediano,med,acc
med,vhigh,4 a más,more,mediano,high,acc
med,vhigh,4 a más,more,grande,low,unacc
med,vhigh,4 a más,more,grande,med,acc
med,vhigh,4 a más,more,grande,high,acc
med,high,3 a menos,2,pequeño,low,unacc
med,high,3 a menos,2,pequeño,med,unacc
med,high,3 a menos,2,pequeño,high,unacc
med,high,3 a menos,2,mediano,low,unacc
med,high,3 a menos,2,mediano,med,unacc
med,high,3 a menos,2,mediano,high,unacc
med,high,3 a menos,2,grande,low,unacc
med,high,3 a menos,2,grande,med,unacc
med,high,3 a menos,2,grande,high,unacc
med,high,3 a menos,4,pequeño,low,unacc
med,high,3 a menos,4,pequeño,med,unacc
med,high,3 a menos,4,pequeño,high,acc
med,high,3 a menos,4,mediano,low,unacc
med,high,3 a menos,4,mediano,med,unacc
med,high,3 a menos,4,mediano,high,acc
med,high,3 a menos,4,grande,low,unacc
med,high,3 a menos,4,grande,med,acc
med,high,3 a menos,4,grande,high,acc
med,high,3 a menos,more,pequeño,low,unacc
med,high,3 a menos,more,pequeño,med,unacc
med,high,3 a menos,more,pequeño,high,unacc
med,high,3 a menos,more,mediano,low,unacc
med,high,3 a menos,more,mediano,med,unacc
med,high,3 a menos,more,mediano,high,acc
med,high,3 a menos,more,grande,low,unacc
med,high,3 a menos,more,grande,med,acc
med,high,3 a menos,more,grande,high,acc
med,high,3 a menos,2,pequeño,low,unacc
med,high,3 a menos,2,pequeño,med,unacc
med,high,3 a menos,2,pequeño,high,unacc
med,high,3 a menos,2,mediano,low,unacc
med,high,3 a menos,2,mediano,med,unacc
med,high,3 a menos,2,mediano,high,unacc
med,high,3 a menos,2,grande,low,unacc
med,high,3 a menos,2,grande,med,unacc
med,high,3 a menos,2,grande,high,unacc
med,high,3 a menos,4,pequeño,low,unacc
med,high,3 a menos,4,pequeño,med,unacc
med,high,3 a menos,4,pequeño,high,acc
med,high,3 a menos,4,mediano,low,unacc
med,high,3 a menos,4,mediano,med,unacc
med,high,3 a menos,4,mediano,high,acc
med,high,3 a menos,4,grande,low,unacc
med,high,3 a menos,4,grande,med,acc
med,high,3 a menos,4,grande,high,acc
med,high,3 a menos,more,pequeño,low,unacc
med,high,3 a menos,more,pequeño,med,unacc
med,high,3 a menos,more,pequeño,high,acc
med,high,3 a menos,more,mediano,low,unacc
med,high,3 a menos,more,mediano,med,acc
med,high,3 a menos,more,mediano,high,acc
med,high,3 a menos,more,grande,low,unacc
med,high,3 a menos,more,grande,med,acc
med,high,3 a menos,more,grande,high,acc
med,high,4 a más,2,pequeño,low,unacc
med,high,4 a más,2,pequeño,med,unacc
med,high,4 a más,2,pequeño,high,unacc
med,high,4 a más,2,mediano,low,unacc
med,high,4 a más,2,mediano,med,unacc
med,high,4 a más,2,mediano,high,unacc
med,high,4 a más,2,grande,low,unacc
med,high,4 a más,2,grande,med,unacc
med,high,4 a más,2,grande,high,unacc
med,high,4 a más,4,pequeño,low,unacc
med,high,4 a más,4,pequeño,med,unacc
med,high,4 a más,4,pequeño,high,acc
med,high,4 a más,4,mediano,low,unacc
med,high,4 a más,4,mediano,med,acc
med,high,4 a más,4,mediano,high,acc
med,high,4 a más,4,grande,low,unacc
med,high,4 a más,4,grande,med,acc
med,high,4 a más,4,grande,high,acc
med,high,4 a más,more,pequeño,low,unacc
med,high,4 a más,more,pequeño,med,unacc
med,high,4 a más,more,pequeño,high,acc
med,high,4 a más,more,mediano,low,unacc
med,high,4 a más,more,mediano,med,acc
med,high,4 a más,more,mediano,high,acc
med,high,4 a más,more,grande,low,unacc
med,high,4 a más,more,grande,med,acc
med,high,4 a más,more,grande,high,acc
med,high,4 a más,2,pequeño,low,unacc
med,high,4 a más,2,pequeño,med,unacc
med,high,4 a más,2,pequeño,high,unacc
med,high,4 a más,2,mediano,low,unacc
med,high,4 a más,2,mediano,med,unacc
med,high,4 a más,2,mediano,high,unacc
med,high,4 a más,2,grande,low,unacc
med,high,4 a más,2,grande,med,unacc
med,high,4 a más,2,grande,high,unacc
med,high,4 a más,4,pequeño,low,unacc
med,high,4 a más,4,pequeño,med,unacc
med,high,4 a más,4,pequeño,high,acc
med,high,4 a más,4,mediano,low,unacc
med,high,4 a más,4,mediano,med,acc
med,high,4 a más,4,mediano,high,acc
med,high,4 a más,4,grande,low,unacc
med,high,4 a más,4,grande,med,acc
med,high,4 a más,4,grande,high,acc
med,high,4 a más,more,pequeño,low,unacc
med,high,4 a más,more,pequeño,med,unacc
med,high,4 a más,more,pequeño,high,acc
med,high,4 a más,more,mediano,low,unacc
med,high,4 a más,more,mediano,med,acc
med,high,4 a más,more,mediano,high,acc
med,high,4 a más,more,grande,low,unacc
med,high,4 a más,more,grande,med,acc
med,high,4 a más,more,grande,high,acc
med,med,3 a menos,2,pequeño,low,unacc
med,med,3 a menos,2,pequeño,med,unacc
med,med,3 a menos,2,pequeño,high,unacc
med,med,3 a menos,2,mediano,low,unacc
med,med,3 a menos,2,mediano,med,unacc
med,med,3 a menos,2,mediano,high,unacc
med,med,3 a menos,2,grande,low,unacc
med,med,3 a menos,2,grande,med,unacc
med,med,3 a menos,2,grande,high,unacc
med,med,3 a menos,4,pequeño,low,unacc
med,med,3 a menos,4,pequeño,med,acc
med,med,3 a menos,4,pequeño,high,acc
med,med,3 a menos,4,mediano,low,unacc
med,med,3 a menos,4,mediano,med,acc
med,med,3 a menos,4,mediano,high,acc
med,med,3 a menos,4,grande,low,unacc
med,med,3 a menos,4,grande,med,acc
med,med,3 a menos,4,grande,high,vgood
med,med,3 a menos,more,pequeño,low,unacc
med,med,3 a menos,more,pequeño,med,unacc
med,med,3 a menos,more,pequeño,high,unacc
med,med,3 a menos,more,mediano,low,unacc
med,med,3 a menos,more,mediano,med,acc
med,med,3 a menos,more,mediano,high,acc
med,med,3 a menos,more,grande,low,unacc
med,med,3 a menos,more,grande,med,acc
med,med,3 a menos,more,grande,high,vgood
med,med,3 a menos,2,pequeño,low,unacc
med,med,3 a menos,2,pequeño,med,unacc
med,med,3 a menos,2,pequeño,high,unacc
med,med,3 a menos,2,mediano,low,unacc
med,med,3 a menos,2,mediano,med,unacc
med,med,3 a menos,2,mediano,high,unacc
med,med,3 a menos,2,grande,low,unacc
med,med,3 a menos,2,grande,med,unacc
med,med,3 a menos,2,grande,high,unacc
med,med,3 a menos,4,pequeño,low,unacc
med,med,3 a menos,4,pequeño,med,acc
med,med,3 a menos,4,pequeño,high,acc
med,med,3 a menos,4,mediano,low,unacc
med,med,3 a menos,4,mediano,med,acc
med,med,3 a menos,4,mediano,high,acc
med,med,3 a menos,4,grande,low,unacc
med,med,3 a menos,4,grande,med,acc
med,med,3 a menos,4,grande,high,vgood
med,med,3 a menos,more,pequeño,low,unacc
med,med,3 a menos,more,pequeño,med,acc
med,med,3 a menos,more,pequeño,high,acc
med,med,3 a menos,more,mediano,low,unacc
med,med,3 a menos,more,mediano,med,acc
med,med,3 a menos,more,mediano,high,vgood
med,med,3 a menos,more,grande,low,unacc
med,med,3 a menos,more,grande,med,acc
med,med,3 a menos,more,grande,high,vgood
med,med,4 a más,2,pequeño,low,unacc
med,med,4 a más,2,pequeño,med,unacc
med,med,4 a más,2,pequeño,high,unacc
med,med,4 a más,2,mediano,low,unacc
med,med,4 a más,2,mediano,med,unacc
med,med,4 a más,2,mediano,high,unacc
med,med,4 a más,2,grande,low,unacc
med,med,4 a más,2,grande,med,unacc
med,med,4 a más,2,grande,high,unacc
med,med,4 a más,4,pequeño,low,unacc
med,med,4 a más,4,pequeño,med,acc
med,med,4 a más,4,pequeño,high,acc
med,med,4 a más,4,mediano,low,unacc
med,med,4 a más,4,mediano,med,acc
med,med,4 a más,4,mediano,high,vgood
med,med,4 a más,4,grande,low,unacc
med,med,4 a más,4,grande,med,acc
med,med,4 a más,4,grande,high,vgood
med,med,4 a más,more,pequeño,low,unacc
med,med,4 a más,more,pequeño,med,acc
med,med,4 a más,more,pequeño,high,acc
med,med,4 a más,more,mediano,low,unacc
med,med,4 a más,more,mediano,med,acc
med,med,4 a más,more,mediano,high,vgood
med,med,4 a más,more,grande,low,unacc
med,med,4 a más,more,grande,med,acc
med,med,4 a más,more,grande,high,vgood
med,med,4 a más,2,pequeño,low,unacc
med,med,4 a más,2,pequeño,med,unacc
med,med,4 a más,2,pequeño,high,unacc
med,med,4 a más,2,mediano,low,unacc
med,med,4 a más,2,mediano,med,unacc
med,med,4 a más,2,mediano,high,unacc
med,med,4 a más,2,grande,low,unacc
med,med,4 a más,2,grande,med,unacc
med,med,4 a más,2,grande,high,unacc
med,med,4 a más,4,pequeño,low,unacc
med,med,4 a más,4,pequeño,med,acc
med,med,4 a más,4,pequeño,high,acc
med,med,4 a más,4,mediano,low,unacc
med,med,4 a más,4,mediano,med,acc
med,med,4 a más,4,mediano,high,vgood
med,med,4 a más,4,grande,low,unacc
med,med,4 a más,4,grande,med,acc
med,med,4 a más,4,grande,high,vgood
med,med,4 a más,more,pequeño,low,unacc
med,med,4 a más,more,pequeño,med,acc
med,med,4 a más,more,pequeño,high,acc
med,med,4 a más,more,mediano,low,unacc
med,med,4 a más,more,mediano,med,acc
med,med,4 a más,more,mediano,high,vgood
med,med,4 a más,more,grande,low,unacc
med,med,4 a más,more,grande,med,acc
med,med,4 a más,more,grande,high,vgood
med,low,3 a menos,2,pequeño,low,unacc
med,low,3 a menos,2,pequeño,med,unacc
med,low,3 a menos,2,pequeño,high,unacc
med,low,3 a menos,2,mediano,low,unacc
med,low,3 a menos,2,mediano,med,unacc
med,low,3 a menos,2,mediano,high,unacc
med,low,3 a menos,2,grande,low,unacc
med,low,3 a menos,2,grande,med,unacc
med,low,3 a menos,2,grande,high,unacc
med,low,3 a menos,4,pequeño,low,unacc
med,low,3 a menos,4,pequeño,med,acc
med,low,3 a menos,4,pequeño,high,good
med,low,3 a menos,4,mediano,low,unacc
med,low,3 a menos,4,mediano,med,acc
med,low,3 a menos,4,mediano,high,good
med,low,3 a menos,4,grande,low,unacc
med,low,3 a menos,4,grande,med,good
med,low,3 a menos,4,grande,high,vgood
